iter	Passed	Remaining
1365	25559	11862
1366	25579	11844
1367	25597	11825
1368	25614	11806
1369	25633	11787
1370	25652	11768
1371	25672	11750
1372	25690	11732
1373	25709	11713
1374	25727	11694
1375	25745	11675
1376	25767	11658
1377	25787	11639
1378	25808	11622
1379	25829	11604
1380	25863	11592
1381	25882	11574
1382	25899	11554
1383	25919	11536
1384	25938	11517
1385	25953	11497
1386	25971	11478
1387	25988	11459
1388	26009	11441
1389	26026	11421
1390	26042	11401
1391	26060	11382
1392	26075	11362
1393	26090	11342
1394	26109	11323
1395	26126	11304
1396	26144	11285
1397	26162	11265
1398	26183	11248
1399	26205	11230
1400	26223	11211
1401	26243	11193
1402	26261	11174
1403	26279	11155
1404	26298	11137
1405	26317	11118
1406	26335	11099
1407	26357	11082
1408	26375	11063
1409	26394	11044
1410	26413	11025
1411	26432	11007
1412	26451	10988
1413	26469	10969
1414	26485	10949
1415	26504	10931
1416	26524	10913
1417	26544	10894
1418	26562	10875
1419	26580	10856
1420	26597	10837
1421	26614	10817
1422	26631	10798
1423	26649	10779
1424	26666	10759
1425	26683	10740
1426	26700	10721
1427	26717	10701
1428	26736	10683
1429	26755	10664
1430	26773	10645
1431	26790	10626
1432	26812	10608
1433	26834	10591
1434	26853	10573
1435	26873	10554
1436	26891	10535
1437	26908	10516
1438	26925	10497
1439	26943	10478
1440	26961	10459
1441	26978	10439
1442	26996	10420
1443	27015	10401
1444	27032	10382
1445	27053	10364
1446	27072	10346
1447	27091	10327
1448	27110	10308
1449	27128	10290
1450	27145	10270
1451	27164	10252
1452	27181	10232
1453	27199	10214
1454	27219	10195
1455	27236	10176
1456	27253	10156
1457	27272	10138
1458	27290	10119
1459	27309	10100
1460	27327	10081
1461	27348	10064
1462	27366	10045
1463	27384	10025
1464	27402	10007
1465	27427	9990
1466	27445	9971
1467	27466	9953
1468	27485	9935
1469	27504	9916
1470	27521	9897
1471	27538	9878
1472	27555	9858
1473	27576	9840
1474	27595	9822
1475	27616	9804
1476	27636	9786
1477	27655	9767
1478	27677	9749
1479	27697	9731
1480	27717	9713
1481	27737	9695
1482	27754	9675
1483	27773	9656
1484	27793	9638
1485	27812	9620
1486	27831	9601
1487	27851	9583
1488	27882	9568
1489	27901	9550
1490	27920	9531
1491	27939	9512
1492	27957	9493
1493	27979	9476
1494	27997	9457
1495	28015	9438
